rut;nrc;usuario;year;mes;dia;id;problema;puntaje
570;17339;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
598;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
294;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
124;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
328;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
679;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
258;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
69;17345;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
500;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
336;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
397;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
563;17341;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
707;17345;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
160;17340;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
596;17345;*;2020;4;14;171b5e86d4fb47268f2692587fbec073;Números Primos;0
188;17340;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
249;17331;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
66;17345;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
62;17931;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
443;18556;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
465;17340;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
18;17349;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
501;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
137;17340;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
507;17331;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
42;17345;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
41;17323;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
559;17323;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
560;17323;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
704;17345;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
339;17323;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
345;17334;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
601;18556;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
440;17322;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
39;17334;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
12;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
111;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
622;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
682;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
510;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
694;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
511;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
509;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
3;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
51;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
2;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
29;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
703;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
209;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
15;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
691;17350;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
25;17345;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
542;17340;*;2020;4;15;171b5e86d4fb47268f2692587fbec073;Números Primos;0
630;17340;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
730;17345;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
162;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
517;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
515;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
520;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
14;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
518;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
516;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
10;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
519;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
32;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
205;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
513;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
514;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
216;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
541;17340;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
512;17346;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
158;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
285;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
165;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
342;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
645;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
476;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
232;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
279;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
523;17322;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
527;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
524;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
525;17326;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
190;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
558;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
228;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
142;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
55;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
36;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
428;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
400;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
306;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
407;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
530;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
529;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
344;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
161;17327;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
366;17335;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
100;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
402;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
302;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
189;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
384;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
532;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
281;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
449;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
636;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
120;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
200;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
461;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
531;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
311;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
450;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
121;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
426;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
680;17337;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
661;17326;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
463;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
655;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
326;17332;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
624;17329;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
587;17329;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
433;17341;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
239;17345;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
76;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
432;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
360;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
371;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
395;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
549;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
122;17338;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
64;17340;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
639;17340;*;2020;4;16;171b5e86d4fb47268f2692587fbec073;Números Primos;0
27;17344;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
571;17339;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
290;17332;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
273;17327;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
78;17327;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
61;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
708;17345;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
68;17931;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
535;17931;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
204;17931;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
321;17327;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
536;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
735;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
537;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
538;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
540;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
240;17322;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
734;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
545;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
556;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
543;17930;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
368;17329;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
605;17322;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
20;17344;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
186;17329;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
573;17344;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
63;18556;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
713;17326;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
388;17332;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
40;17345;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
638;17330;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
154;17350;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
695;17350;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
338;17349;*;2020;4;17;171b5e86d4fb47268f2692587fbec073;Números Primos;0
701;17345;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
547;17345;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
555;17346;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
196;17330;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
67;17345;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
418;17332;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
445;17329;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
99;17339;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
728;17338;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
178;17349;*;2020;4;18;171b5e86d4fb47268f2692587fbec073;Números Primos;0
551;17327;*;2020;4;19;171b5e86d4fb47268f2692587fbec073;Números Primos;0
726;17345;*;2020;4;19;171b5e86d4fb47268f2692587fbec073;Números Primos;0
217;17322;*;2020;4;19;171b5e86d4fb47268f2692587fbec073;Números Primos;0
107;17331;*;2020;4;19;171b5e86d4fb47268f2692587fbec073;Números Primos;0
606;17332;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
554;17338;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
95;18556;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
417;17327;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
575;17346;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
83;17346;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
156;17332;*;2020;4;20;171b5e86d4fb47268f2692587fbec073;Números Primos;0
8;17344;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
618;17344;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
651;17344;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
557;17344;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
24;17346;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
298;17322;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
28;17344;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
227;17331;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
586;17327;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
211;17327;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
665;17327;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
469;17338;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
424;17338;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
195;18556;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
393;18556;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
429;17332;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
31;17332;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
599;18556;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
609;18556;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
358;18556;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
565;17332;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
84;17333;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
87;17338;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;0
225;17341;*;2020;4;21;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
136;17341;*;2020;4;22;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
183;17330;*;2020;4;22;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
33;17327;*;2020;4;22;171b5e86d4fb47268f2692587fbec073;Números Primos;0
203;17334;*;2020;4;22;171b5e86d4fb47268f2692587fbec073;Números Primos;0
73;17333;*;2020;4;22;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
574;17350;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
721;17931;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
678;17344;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
383;17327;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
206;17332;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
458;17337;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
223;17250;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
310;17329;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
152;17323;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
375;17338;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
594;17329;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
620;17335;*;2020;4;23;171b5e86d4fb47268f2692587fbec073;Números Primos;0
619;17340;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
584;17329;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
581;17344;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
361;17327;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
454;17338;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
593;17329;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
270;17931;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
117;17332;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
315;17322;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
722;17345;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
588;17329;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
89;17345;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
197;17327;*;2020;4;24;171b5e86d4fb47268f2692587fbec073;Números Primos;0
589;17329;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
81;17329;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
640;17345;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
181;17327;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
13;17344;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
180;17933;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
686;17335;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
403;17322;*;2020;4;25;171b5e86d4fb47268f2692587fbec073;Números Primos;0
591;17329;*;2020;4;26;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
585;17329;*;2020;4;26;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
546;17329;*;2020;4;26;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
378;17250;*;2020;4;27;171b5e86d4fb47268f2692587fbec073;Números Primos;0
590;17329;*;2020;4;27;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
177;17250;*;2020;4;28;171b5e86d4fb47268f2692587fbec073;Números Primos;0
245;17329;*;2020;4;28;171b5e86d4fb47268f2692587fbec073;Números Primos;0
553;17344;*;2020;4;28;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
191;17250;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
385;17250;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
295;17250;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
473;17250;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
597;17250;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
169;17332;*;2020;4;29;171b5e86d4fb47268f2692587fbec073;Números Primos;0
182;17322;*;2020;4;30;171b5e86d4fb47268f2692587fbec073;Números Primos;0
222;17250;*;2020;4;30;171b5e86d4fb47268f2692587fbec073;Números Primos;0
259;17334;*;2020;4;30;171b5e86d4fb47268f2692587fbec073;Números Primos;0
644;17334;*;2020;4;30;171b5e86d4fb47268f2692587fbec073;Números Primos;0
467;17335;*;2020;4;30;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
475;17331;*;2020;5;1;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
93;17929;*;2020;5;1;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
522;17322;*;2020;5;2;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
153;17326;*;2020;5;3;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
0;17933;*;2020;5;3;171b5e86d4fb47268f2692587fbec073;Números Primos;0
147;17332;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
79;17322;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
653;18556;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
681;18556;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
697;18556;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
459;18556;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
602;18556;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
382;17332;*;2020;5;4;171b5e86d4fb47268f2692587fbec073;Números Primos;0
235;17345;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0
698;17326;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0
65;17326;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0
652;17322;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
439;17328;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
423;17322;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0
604;17330;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
491;17335;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
603;18556;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
447;17333;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
409;17333;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
353;17332;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
437;17340;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
394;17339;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
569;17339;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
452;17341;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
457;17339;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
150;17339;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
632;17930;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;0
254;17339;*;2020;5;5;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
484;17323;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
702;17345;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
201;17334;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
390;17328;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
634;17340;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
425;17250;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
278;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
286;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
90;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
220;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
615;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
616;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
60;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
617;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
262;18535;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0
408;17333;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
488;17323;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
526;17328;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
132;17333;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
221;17250;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
277;17323;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
479;17332;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;0.0
373;17339;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
299;17328;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
362;17328;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
610;17333;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
528;17339;*;2020;5;6;171b5e86d4fb47268f2692587fbec073;Números Primos;1.0
